Total Topk Error Scores,Ground Values,,,,,
0.039099082,1,,,,,
,,,,,,
0.035968462,0,,,,,
,,,,,,
0.253371979,0,,,,,
,,,,,,
0.373348343,1,,,,,
,,,,,,
0.42590143,0,,,,,
,,,,,,
0.410536849,0,,,,,
,,,,,,
0.50612142,1,,,,,
,,,,,,
0.839686937,0,,,,,
,,,,,,
0.963002211,1,,,,,
,,,,,,
2.004428362,0,,,,,
,,,,,,
2.15407317,0,,,,,
,,,,,,
1.918035755,1,,,,,
,,,,,,
1.619497196,0,,,,,
,,,,,,
0.949521683,0,,,,,
,,,,,,
0.922289024,1,,,,,
,,,,,,
0.636249787,0,,,,,
,,,,,,
0.783171452,0,,,,,
,,,,,,
0.733535277,0,,,,,
,,,,,,
0.621076963,1,,,,,
,,,,,,
0.751199769,0,,,,,
,,,,,,
0.788428861,0,,,,,
,,,,,,
0.813154984,1,,,,,
,,,,,,
0.817906437,0,,,,,
,,,,,,
0.585176683,1,,,,,
,,,,,,
1.090765143,1,,,,,
,,,,,,
1.267532976,1,,,,,
,,,,,,
1.355670097,0,,,,,
,,,,,,
1.745363404,0,,,,,
,,,,,,
1.54596693,0,,,,,
,,,,,,
1.349729252,0,,,,,
,,,,,,
0.705531436,0,,,,,
,,,,,,
0.157695612,0,,,,,
,,,,,,
-0.177265724,1,,,,,
,,,,,,
0.2158293,0,,,,,
,,,,,,
0.666389941,1,,,,,
,,,,,,
1.465498599,0,,,,,
,,,,,,
1.736500725,0,,,,,
,,,,,,
1.254370417,1,,,,,
,,,,,,
1.108869022,1,,,,,
,,,,,,
0.872509805,0,,,,,
,,,,,,
0.841362892,1,,,,,
,,,,,,
1.641045009,0,,,,,
,,,,,,
1.730009287,1,,,,,
,,,,,,
2.037163268,0,,,,,
,,,,,,
1.792924546,0,,,,,
,,,,,,
1.103171045,0,,,,,
,,,,,,
0.908942356,1,,,,,
,,,,,,
0.259596671,0,,,,,
,,,,,,
-0.014330815,0,,,,,
,,,,,,
0.14580933,0,,,,,
,,,,,,
0.208491532,0,,,,,
,,,,,,
0.001959368,0,,,,,
,,,,,,
-0.156021906,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,1,,,,,
,,,,,,
-0.04663749,0,,,,,
,,,,,,
0.26652621,1,,,,,
,,,,,,
0.754897503,0,,,,,
,,,,,,
1.0166878,0,,,,,
,,,,,,
1.169300827,1,,,,,
,,,,,,
1.513473383,0,,,,,
,,,,,,
1.219135923,1,,,,,
,,,,,,
1.050180359,0,,,,,
,,,,,,
0.811469264,1,,,,,
,,,,,,
0.57786043,1,,,,,
,,,,,,
0.771006071,1,,,,,
,,,,,,
0.600723541,0,,,,,
,,,,,,
0.954310948,0,,,,,
,,,,,,
1.273272533,0,,,,,
,,,,,,
1.180918801,0,,,,,
,,,,,,
0.651199348,0,,,,,
,,,,,,
0.146219029,0,,,,,
,,,,,,
-0.179578819,0,,,,,
,,,,,,
-0.20548376,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,1,,,,,
,,,,,,
-0.211160599,1,,,,,
,,,,,,
0.170274521,1,,,,,
,,,,,,
0.7235707,0,,,,,
,,,,,,
0.984758993,1,,,,,
,,,,,,
1.095138522,0,,,,,
,,,,,,
0.869386889,0,,,,,
,,,,,,
0.673613693,0,,,,,
,,,,,,
0.40498633,1,,,,,
,,,,,,
0.441235795,1,,,,,
,,,,,,
0.42714282,1,,,,,
,,,,,,
0.888969588,0,,,,,
,,,,,,
1.639013101,0,,,,,
,,,,,,
2.03130807,1,,,,,
,,,,,,
2.038607853,0,,,,,
,,,,,,
1.246882374,1,,,,,
,,,,,,
0.690347936,1,,,,,
,,,,,,
0.842968289,0,,,,,
,,,,,,
1.075359256,0,,,,,
,,,,,,
1.200481044,0,,,,,
,,,,,,
0.955029375,1,,,,,
,,,,,,
0.464714119,1,,,,,
,,,,,,
0.239609144,1,,,,,
,,,,,,
0.780196706,1,,,,,
,,,,,,
1.765112932,0,,,,,
,,,,,,
2.285335329,1,,,,,
,,,,,,
2.262058326,1,,,,,
,,,,,,
2.365028829,1,,,,,
,,,,,,
2.881321623,1,,,,,
,,,,,,
3.056288501,0,,,,,
,,,,,,
2.883342775,0,,,,,
,,,,,,
2.701135762,0,,,,,
,,,,,,
1.840647054,0,,,,,
,,,,,,
1.000604222,0,,,,,
,,,,,,
0.231553817,0,,,,,
,,,,,,
-0.200772611,1,,,,,
,,,,,,
0.02273409,0,,,,,
,,,,,,
0.331939701,1,,,,,
,,,,,,
1.017329421,0,,,,,
,,,,,,
1.473519785,0,,,,,
,,,,,,
1.463344412,1,,,,,
,,,,,,
1.576295088,0,,,,,
,,,,,,
1.281094563,1,,,,,
,,,,,,
1.511227451,0,,,,,
,,,,,,
1.274447094,1,,,,,
,,,,,,
1.86927905,0,,,,,
,,,,,,
2.108066157,1,,,,,
,,,,,,
2.062795689,0,,,,,
,,,,,,
2.075725981,0,,,,,
,,,,,,
1.550872986,0,,,,,
,,,,,,
1.15904374,0,,,,,
,,,,,,
0.341933599,0,,,,,
,,,,,,
0.084464419,0,,,,,
,,,,,,
-0.171677633,0,,,,,
,,,,,,
-0.223906847,1,,,,,
,,,,,,
-0.015078755,1,,,,,
,,,,,,
0.618602199,0,,,,,
,,,,,,
1.246814164,1,,,,,
,,,,,,
1.622624888,1,,,,,
,,,,,,
2.291958322,0,,,,,
,,,,,,
2.47477597,0,,,,,
,,,,,,
2.290268119,0,,,,,
,,,,,,
1.849714837,0,,,,,
,,,,,,
1.222031498,0,,,,,
,,,,,,
0.484185915,1,,,,,
,,,,,,
0.171474545,0,,,,,
,,,,,,
0.51073656,0,,,,,
,,,,,,
0.648756112,1,,,,,
,,,,,,
0.816099743,1,,,,,
,,,,,,
0.798087173,0,,,,,
,,,,,,
0.925008429,1,,,,,
,,,,,,
0.84838641,1,,,,,
,,,,,,
0.910209771,0,,,,,
,,,,,,
0.988699507,0,,,,,
,,,,,,
1.198942686,1,,,,,
,,,,,,
0.974676019,0,,,,,
,,,,,,
0.497951611,0,,,,,
,,,,,,
0.013594616,0,,,,,
,,,,,,
-0.008216065,0,,,,,
,,,,,,
-0.104631711,0,,,,,
,,,,,,
-0.216367785,1,,,,,
,,,,,,
-0.103123451,0,,,,,
,,,,,,
0.133166897,0,,,,,
,,,,,,
0.282575938,0,,,,,
,,,,,,
0.329095152,0,,,,,
,,,,,,
0.201842869,0,,,,,
,,,,,,
-0.034447479,1,,,,,
,,,,,,
0.040954181,0,,,,,
,,,,,,
0.302904895,1,,,,,
,,,,,,
0.512138606,0,,,,,
,,,,,,
0.923019818,0,,,,,
,,,,,,
1.114787146,0,,,,,
,,,,,,
1.032631264,1,,,,,
,,,,,,
0.69215628,0,,,,,
,,,,,,
0.581846807,0,,,,,
,,,,,,
0.469278531,0,,,,,
,,,,,,
0.464921089,0,,,,,
,,,,,,
0.277943658,0,,,,,
,,,,,,
0.003099616,0,,,,,
,,,,,,
-0.171325345,0,,,,,
,,,,,,
-0.223969459,1,,,,,
,,,,,,
-0.063255355,0,,,,,
,,,,,,
0.162867191,0,,,,,
,,,,,,
0.401160992,1,,,,,
,,,,,,
0.49036984,1,,,,,
,,,,,,
0.574620156,0,,,,,
,,,,,,
0.832451693,0,,,,,
,,,,,,
0.788270724,0,,,,,
,,,,,,
0.838664669,0,,,,,
,,,,,,
0.595413072,0,,,,,
,,,,,,
0.145063746,1,,,,,
,,,,,,
-0.137315334,0,,,,,
,,,,,,
-0.161647183,1,,,,,
,,,,,,
0.425600781,0,,,,,
,,,,,,
0.567179292,0,,,,,
,,,,,,
0.740062923,0,,,,,
,,,,,,
0.695625201,0,,,,,
,,,,,,
0.09984913,1,,,,,
,,,,,,
0.010417734,1,,,,,
,,,,,,
0.278153885,1,,,,,
,,,,,,
0.572737754,0,,,,,
,,,,,,
0.716500306,0,,,,,
,,,,,,
0.896928624,0,,,,,
,,,,,,
0.97231734,0,,,,,
,,,,,,
0.631046771,0,,,,,
,,,,,,
-0.010721486,0,,,,,
,,,,,,
-0.191149804,0,,,,,
,,,,,,
-0.217629763,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.269182863,1,,,,,
,,,,,,
-0.126187622,0,,,,,
,,,,,,
0.060998737,0,,,,,
,,,,,,
0.185583319,0,,,,,
,,,,,,
0.222966165,0,,,,,
,,,,,,
0.114898767,0,,,,,
,,,,,,
-0.072287593,0,,,,,
,,,,,,
-0.193727447,1,,,,,
,,,,,,
-0.061659799,1,,,,,
,,,,,,
-0.080209548,0,,,,,
,,,,,,
0.370976513,0,,,,,
,,,,,,
0.514049579,1,,,,,
,,,,,,
0.823182087,0,,,,,
,,,,,,
0.78078714,1,,,,,
,,,,,,
0.777766715,0,,,,,
,,,,,,
0.795864811,0,,,,,
,,,,,,
0.822689905,1,,,,,
,,,,,,
0.71339963,0,,,,,
,,,,,,
0.542824445,0,,,,,
,,,,,,
0.911309228,0,,,,,
,,,,,,
1.099795642,0,,,,,
,,,,,,
0.789631796,0,,,,,
,,,,,,
0.386483978,0,,,,,
,,,,,,
-0.137315322,0,,,,,
,,,,,,
-0.205681321,1,,,,,
,,,,,,
-0.13154152,0,,,,,
,,,,,,
0.063025388,1,,,,,
,,,,,,
0.179239904,0,,,,,
,,,,,,
0.418021747,1,,,,,
,,,,,,
0.525567805,0,,,,,
,,,,,,
0.478602538,0,,,,,
,,,,,,
0.244609818,0,,,,,
,,,,,,
0.26521577,0,,,,,
,,,,,,
0.060703428,0,,,,,
,,,,,,
-0.111569821,0,,,,,
,,,,,,
-0.27180347,1,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.24121465,1,,,,,
,,,,,,
0.044090273,1,,,,,
,,,,,,
0.367696057,0,,,,,
,,,,,,
0.835642095,0,,,,,
,,,,,,
1.29853896,1,,,,,
,,,,,,
1.480553647,1,,,,,
,,,,,,
1.321751599,0,,,,,
,,,,,,
1.519809612,0,,,,,
,,,,,,
1.441197708,0,,,,,
,,,,,,
1.33070569,0,,,,,
,,,,,,
0.888721617,0,,,,,
,,,,,,
0.135536064,0,,,,,
,,,,,,
-0.088084121,1,,,,,
,,,,,,
0.015540296,0,,,,,
,,,,,,
0.278153886,0,,,,,
,,,,,,
0.572737754,1,,,,,
,,,,,,
0.659626241,1,,,,,
,,,,,,
0.422330807,1,,,,,
,,,,,,
0.620987806,1,,,,,
,,,,,,
0.7418459,0,,,,,
,,,,,,
0.842223046,1,,,,,
,,,,,,
0.981714431,0,,,,,
,,,,,,
0.902259706,0,,,,,
,,,,,,
1.03623178,0,,,,,
,,,,,,
1.10549978,1,,,,,
,,,,,,
0.920627232,0,,,,,
,,,,,,
0.504262981,0,,,,,
,,,,,,
-0.110597977,0,,,,,
,,,,,,
-0.087604294,1,,,,,
,,,,,,
-0.036914357,0,,,,,
,,,,,,
0.248980892,0,,,,,
,,,,,,
0.448708208,0,,,,,
,,,,,,
0.501516842,0,,,,,
,,,,,,
0.324994411,1,,,,,
,,,,,,
0.039099162,0,,,,,
,,,,,,
0.220787087,0,,,,,
,,,,,,
0.488408394,1,,,,,
,,,,,,
0.697099085,0,,,,,
,,,,,,
0.523201483,0,,,,,
,,,,,,
0.550026881,1,,,,,
,,,,,,
0.42590143,0,,,,,
,,,,,,
0.348002878,0,,,,,
,,,,,,
0.388644866,0,,,,,
,,,,,,
0.282167018,1,,,,,
,,,,,,
0.09699588,1,,,,,
,,,,,,
0.309582238,1,,,,,
,,,,,,
1.043151336,0,,,,,
,,,,,,
1.911336719,1,,,,,
,,,,,,
2.444589154,1,,,,,
,,,,,,
2.460926597,0,,,,,
,,,,,,
2.041831656,1,,,,,
,,,,,,
1.539778417,0,,,,,
,,,,,,
1.048233194,1,,,,,
,,,,,,
1.529451729,0,,,,,
,,,,,,
1.363466963,0,,,,,
,,,,,,
1.091405697,0,,,,,
,,,,,,
0.90662567,1,,,,,
,,,,,,
0.399842565,0,,,,,
,,,,,,
0.147811644,0,,,,,
,,,,,,
0.274202377,0,,,,,
,,,,,,
0.317640557,0,,,,,
,,,,,,
0.187051095,1,,,,,
,,,,,,
0.13453883,1,,,,,
,,,,,,
0.332161618,0,,,,,
,,,,,,
0.792490902,0,,,,,
,,,,,,
0.900528285,0,,,,,
,,,,,,
0.716177077,0,,,,,
,,,,,,
0.489119275,0,,,,,
,,,,,,
0.041835659,0,,,,,
,,,,,,
-0.194330541,1,,,,,
,,,,,,
-0.049109673,1,,,,,
,,,,,,
0.428806295,0,,,,,
,,,,,,
0.979052833,0,,,,,
,,,,,,
1.157253442,0,,,,,
,,,,,,
0.99755244,1,,,,,
,,,,,,
0.764097505,1,,,,,
,,,,,,
0.489967746,0,,,,,
,,,,,,
0.387893931,0,,,,,
,,,,,,
0.459274015,0,,,,,
,,,,,,
0.408598456,0,,,,,
,,,,,,
0.174880414,0,,,,,
,,,,,,
-0.151091094,1,,,,,
,,,,,,
-0.204757973,0,,,,,
,,,,,,
-0.074581409,0,,,,,
,,,,,,
0.058780755,1,,,,,
,,,,,,
0.249480411,0,,,,,
,,,,,,
0.258932749,0,,,,,
,,,,,,
0.373348359,0,,,,,
,,,,,,
0.42590143,0,,,,,
,,,,,,
0.277060599,0,,,,,
,,,,,,
0.002655489,0,,,,,
,,,,,,
-0.171494519,0,,,,,
,,,,,,
-0.22404759,1,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.124658898,1,,,,,
,,,,,,
0.624687762,0,,,,,
,,,,,,
1.065548385,0,,,,,
,,,,,,
1.278381654,1,,,,,
,,,,,,
1.198602661,1,,,,,
,,,,,,
1.022370592,0,,,,,
,,,,,,
1.599101058,0,,,,,
,,,,,,
1.660427136,0,,,,,
,,,,,,
1.763022156,0,,,,,
,,,,,,
1.331569377,0,,,,,
,,,,,,
0.619176017,0,,,,,
,,,,,,
-0.010183839,1,,,,,
,,,,,,
-0.057108694,1,,,,,
,,,,,,
0.162867073,1,,,,,
,,,,,,
0.628456985,0,,,,,
,,,,,,
0.800297484,0,,,,,
,,,,,,
0.794363985,1,,,,,
,,,,,,
0.746605637,1,,,,,
,,,,,,
0.756348925,1,,,,,
,,,,,,
0.98075898,0,,,,,
,,,,,,
1.239698925,0,,,,,
,,,,,,
1.366544748,0,,,,,
,,,,,,
1.255068159,0,,,,,
,,,,,,
0.69576567,0,,,,,
,,,,,,
0.17738872,1,,,,,
,,,,,,
0.12912193,0,,,,,
,,,,,,
0.441215175,1,,,,,
,,,,,,
0.582108117,0,,,,,
,,,,,,
1.080755406,1,,,,,
,,,,,,
1.534303806,1,,,,,
,,,,,,
1.693224196,0,,,,,
,,,,,,
1.645563827,0,,,,,
,,,,,,
1.415885585,0,,,,,
,,,,,,
0.82050501,0,,,,,
,,,,,,
0.648395439,0,,,,,
,,,,,,
0.036791951,1,,,,,
,,,,,,
-0.034070365,0,,,,,
,,,,,,
0.180922713,0,,,,,
,,,,,,
0.282575906,1,,,,,
,,,,,,
0.422096522,0,,,,,
,,,,,,
0.42548539,1,,,,,
,,,,,,
0.469806786,0,,,,,
,,,,,,
0.520036921,1,,,,,
,,,,,,
0.785166979,0,,,,,
,,,,,,
0.777402477,0,,,,,
,,,,,,
0.181992792,1,,,,,
,,,,,,
0.239373287,1,,,,,
,,,,,,
0.359821781,0,,,,,
,,,,,,
0.729783773,0,,,,,
,,,,,,
0.868279546,1,,,,,
,,,,,,
1.141960739,0,,,,,
,,,,,,
1.078833582,0,,,,,
,,,,,,
0.841577399,0,,,,,
,,,,,,
0.829240683,0,,,,,
,,,,,,
0.448554693,1,,,,,
,,,,,,
0.261959538,0,,,,,
,,,,,,
0.23264959,0,,,,,
,,,,,,
0.329593745,0,,,,,
,,,,,,
0.328136824,0,,,,,
,,,,,,
0.201083494,1,,,,,
,,,,,,
0.195746023,1,,,,,
,,,,,,
0.227169281,0,,,,,
,,,,,,
0.836065454,0,,,,,
,,,,,,
1.049988659,1,,,,,
,,,,,,
1.386789598,1,,,,,
,,,,,,
1.213034485,0,,,,,
,,,,,,
1.011663385,1,,,,,
,,,,,,
1.035377894,1,,,,,
,,,,,,
1.033004586,1,,,,,
,,,,,,
1.607796164,1,,,,,
,,,,,,
2.012693863,1,,,,,
,,,,,,
2.088448087,0,,,,,
,,,,,,
1.857322349,1,,,,,
,,,,,,
1.340431318,0,,,,,
,,,,,,
0.916008293,0,,,,,
,,,,,,
0.538095662,1,,,,,
,,,,,,
0.31278699,0,,,,,
,,,,,,
0.147002713,0,,,,,
,,,,,,
0.238422643,1,,,,,
,,,,,,
0.517419519,0,,,,,
,,,,,,
0.534042373,0,,,,,
,,,,,,
0.649782754,0,,,,,
,,,,,,
0.717244408,1,,,,,
,,,,,,
0.567774925,0,,,,,
,,,,,,
0.552723568,0,,,,,
,,,,,,
0.55276227,0,,,,,
,,,,,,
0.55223487,0,,,,,
,,,,,,
0.255237426,0,,,,,
,,,,,,
0.042949983,0,,,,,
,,,,,,
-0.27180347,1,,,,,
,,,,,,
-0.075206807,0,,,,,
,,,,,,
0.199198271,1,,,,,
,,,,,,
0.616568033,0,,,,,
,,,,,,
0.847971128,0,,,,,
,,,,,,
0.788656416,1,,,,,
,,,,,,
0.830172465,1,,,,,
,,,,,,
0.781481514,0,,,,,
,,,,,,
0.963616438,1,,,,,
,,,,,,
1.184887732,1,,,,,
,,,,,,
1.205655533,0,,,,,
,,,,,,
1.100304298,0,,,,,
,,,,,,
0.682623394,0,,,,,
,,,,,,
0.352223727,0,,,,,
,,,,,,
0.07997669,1,,,,,
,,,,,,
0.05388666,0,,,,,
,,,,,,
0.022272938,1,,,,,
,,,,,,
0.635296599,0,,,,,
,,,,,,
1.014849376,1,,,,,
,,,,,,
1.13329602,1,,,,,
,,,,,,
1.340114783,0,,,,,
,,,,,,
1.294079686,0,,,,,
,,,,,,
1.21687825,0,,,,,
,,,,,,
0.888076485,0,,,,,
,,,,,,
0.558692927,0,,,,,
,,,,,,
0.136019298,0,,,,,
,,,,,,
-0.18400341,0,,,,,
,,,,,,
-0.230443093,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,1,,,,,
,,,,,,
-0.099801006,0,,,,,
,,,,,,
0.104381911,1,,,,,
,,,,,,
0.744529224,0,,,,,
,,,,,,
0.995986423,1,,,,,
,,,,,,
1.21236872,0,,,,,
,,,,,,
1.260703007,0,,,,,
,,,,,,
0.981291084,0,,,,,
,,,,,,
0.791836203,1,,,,,
,,,,,,
0.35882411,0,,,,,
,,,,,,
0.239749961,0,,,,,
,,,,,,
0.21661645,0,,,,,
,,,,,,
0.213275226,1,,,,,
,,,,,,
0.060703435,0,,,,,
,,,,,,
-0.111569816,0,,,,,
,,,,,,
-0.077491682,0,,,,,
,,,,,,
-0.011204416,0,,,,,
,,,,,,
-0.104631823,1,,,,,
,,,,,,
0.27487578,1,,,,,
,,,,,,
0.983786333,0,,,,,
,,,,,,
1.456752315,1,,,,,
,,,,,,
1.92028181,0,,,,,
,,,,,,
1.752846594,0,,,,,
,,,,,,
1.646091176,0,,,,,
,,,,,,
1.179551721,0,,,,,
,,,,,,
0.686380264,0,,,,,
,,,,,,
0.193883667,0,,,,,
,,,,,,
-0.126986729,0,,,,,
,,,,,,
-0.199828506,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.266038135,1,,,,,
,,,,,,
0.053783,0,,,,,
,,,,,,
0.428694044,0,,,,,
,,,,,,
0.703874236,0,,,,,
,,,,,,
0.766059729,0,,,,,
,,,,,,
0.518429553,0,,,,,
,,,,,,
0.143518509,0,,,,,
,,,,,,
-0.131661683,0,,,,,
,,,,,,
-0.199612511,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,1,,,,,
,,,,,,
-0.251691663,0,,,,,
,,,,,,
-0.049281867,0,,,,,
,,,,,,
0.25189217,0,,,,,
,,,,,,
0.346567561,0,,,,,
,,,,,,
0.169486946,0,,,,,
,,,,,,
-0.03292285,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,1,,,,,
,,,,,,
0.137443075,0,,,,,
,,,,,,
0.538063635,1,,,,,
,,,,,,
1.146862505,0,,,,,
,,,,,,
1.320758948,1,,,,,
,,,,,,
1.251529997,1,,,,,
,,,,,,
1.325675276,1,,,,,
,,,,,,
1.470408212,0,,,,,
,,,,,,
1.558075301,0,,,,,
,,,,,,
1.36701662,0,,,,,
,,,,,,
1.086999928,0,,,,,
,,,,,,
0.633152695,1,,,,,
,,,,,,
0.472352202,0,,,,,
,,,,,,
0.519513304,1,,,,,
,,,,,,
0.781876265,1,,,,,
,,,,,,
1.228143258,0,,,,,
,,,,,,
1.22219884,0,,,,,
,,,,,,
1.097181067,0,,,,,
,,,,,,
0.768650851,0,,,,,
,,,,,,
0.541776508,0,,,,,
,,,,,,
0.04183568,1,,,,,
,,,,,,
-0.055608502,1,,,,,
,,,,,,
0.370180911,0,,,,,
,,,,,,
0.759705027,0,,,,,
,,,,,,
0.802886424,0,,,,,
,,,,,,
0.515298584,0,,,,,
,,,,,,
0.270678476,0,,,,,
,,,,,,
-0.175141999,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,1,,,,,
,,,,,,
-0.13615309,0,,,,,
,,,,,,
0.045319843,1,,,,,
,,,,,,
0.232274971,1,,,,,
,,,,,,
0.299483353,1,,,,,
,,,,,,
0.667693142,0,,,,,
,,,,,,
0.892300498,0,,,,,
,,,,,,
1.081533242,0,,,,,
,,,,,,
0.724832136,1,,,,,
,,,,,,
0.204941047,0,,,,,
,,,,,,
0.081459953,1,,,,,
,,,,,,
-0.010329184,1,,,,,
,,,,,,
0.60704208,1,,,,,
,,,,,,
1.646755204,0,,,,,
,,,,,,
2.245845792,0,,,,,
,,,,,,
2.127954775,0,,,,,
,,,,,,
1.82694142,0,,,,,
,,,,,,
1.144296183,0,,,,,
,,,,,,
0.386156636,1,,,,,
,,,,,,
0.027932316,0,,,,,
,,,,,,
0.226422509,0,,,,,
,,,,,,
0.488408511,1,,,,,
,,,,,,
0.57475784,1,,,,,
,,,,,,
0.403195488,0,,,,,
,,,,,,
0.423269308,0,,,,,
,,,,,,
0.573943502,1,,,,,
,,,,,,
0.917848957,1,,,,,
,,,,,,
1.103528326,0,,,,,
,,,,,,
1.321329045,1,,,,,
,,,,,,
2.11800321,1,,,,,
,,,,,,
2.407381946,0,,,,,
,,,,,,
2.95125207,0,,,,,
,,,,,,
2.614678786,0,,,,,
,,,,,,
2.11384199,1,,,,,
,,,,,,
1.409116258,0,,,,,
,,,,,,
0.385149964,0,,,,,
,,,,,,
0.063379075,1,,,,,
,,,,,,
0.196212381,0,,,,,
,,,,,,
0.155607866,1,,,,,
,,,,,,
0.596214144,0,,,,,
,,,,,,
0.708452707,1,,,,,
,,,,,,
0.96545698,0,,,,,
,,,,,,
1.303197509,0,,,,,
,,,,,,
1.316372524,1,,,,,
,,,,,,
1.452110064,1,,,,,
,,,,,,
0.957278376,0,,,,,
,,,,,,
0.702377224,0,,,,,
,,,,,,
0.57273793,0,,,,,
,,,,,,
0.662989015,0,,,,,
,,,,,,
0.32592533,0,,,,,
,,,,,,
0.093112437,0,,,,,
,,,,,,
-0.223906855,0,,,,,
,,,,,,
-0.27180347,1,,,,,
,,,,,,
0.177484952,1,,,,,
,,,,,,
0.92581775,0,,,,,
,,,,,,
1.558191517,0,,,,,
,,,,,,
1.680178369,0,,,,,
,,,,,,
1.223928763,0,,,,,
,,,,,,
0.738086481,1,,,,,
,,,,,,
0.067678672,0,,,,,
,,,,,,
-0.095608751,1,,,,,
,,,,,,
0.121421338,0,,,,,
,,,,,,
0.399076197,1,,,,,
,,,,,,
0.78781605,0,,,,,
,,,,,,
0.939250508,0,,,,,
,,,,,,
0.72690301,1,,,,,
,,,,,,
0.55050705,0,,,,,
,,,,,,
0.177178686,1,,,,,
,,,,,,
0.796622108,0,,,,,
,,,,,,
1.262158692,1,,,,,
,,,,,,
1.894919864,0,,,,,
,,,,,,
2.106585637,1,,,,,
,,,,,,
2.106203025,1,,,,,
,,,,,,
2.068899476,1,,,,,
,,,,,,
1.708039417,0,,,,,
,,,,,,
1.521546996,1,,,,,
,,,,,,
0.986602215,0,,,,,
,,,,,,
0.837232257,0,,,,,
,,,,,,
0.843541242,0,,,,,
,,,,,,
0.702603684,0,,,,,
,,,,,,
0.224086044,0,,,,,
,,,,,,
0.00403547,0,,,,,
,,,,,,
-0.27180347,1,,,,,
,,,,,,
0.009528654,1,,,,,
,,,,,,
0.39800764,1,,,,,
,,,,,,
1.067939463,0,,,,,
,,,,,,
1.59802479,1,,,,,
,,,,,,
2.129196899,0,,,,,
,,,,,,
2.031898987,0,,,,,
,,,,,,
1.331451033,1,,,,,
,,,,,,
0.862550954,0,,,,,
,,,,,,
0.517680535,0,,,,,
,,,,,,
0.504919088,0,,,,,
,,,,,,
0.43821983,1,,,,,
,,,,,,
0.588860129,0,,,,,
,,,,,,
0.722397498,0,,,,,
,,,,,,
0.797967344,0,,,,,
,,,,,,
0.804912436,1,,,,,
,,,,,,
0.577273737,1,,,,,
,,,,,,
0.467833136,1,,,,,
,,,,,,
0.781597752,1,,,,,
,,,,,,
1.499104605,0,,,,,
,,,,,,
1.741844036,1,,,,,
,,,,,,
1.940003612,0,,,,,
,,,,,,
1.658801211,0,,,,,
,,,,,,
1.068980929,1,,,,,
,,,,,,
0.988024553,0,,,,,
,,,,,,
0.644975343,0,,,,,
,,,,,,
0.640075636,0,,,,,
,,,,,,
0.519253113,0,,,,,
,,,,,,
0.377226285,0,,,,,
,,,,,,
0.143518636,0,,,,,
,,,,,,
-0.131661651,0,,,,,
,,,,,,
-0.194895394,1,,,,,
,,,,,,
-0.00684051,1,,,,,
,,,,,,
0.309782698,0,,,,,
,,,,,,
0.534626525,1,,,,,
,,,,,,
0.591100765,1,,,,,
,,,,,,
0.757453324,0,,,,,
,,,,,,
0.480479029,0,,,,,
,,,,,,
0.413363964,1,,,,,
,,,,,,
0.587328416,1,,,,,
,,,,,,
0.554191923,0,,,,,
,,,,,,
0.911535402,0,,,,,
,,,,,,
1.064946025,0,,,,,
,,,,,,
1.065764136,0,,,,,
,,,,,,
0.715266643,1,,,,,
,,,,,,
0.185944274,1,,,,,
,,,,,,
0.244649802,0,,,,,
,,,,,,
0.404548163,1,,,,,
,,,,,,
0.742061446,1,,,,,
,,,,,,
0.972072739,1,,,,,
,,,,,,
1.270556758,0,,,,,
,,,,,,
1.437982579,1,,,,,
,,,,,,
1.520571266,0,,,,,
,,,,,,
1.417350608,1,,,,,
,,,,,,
1.406793124,1,,,,,
,,,,,,
1.358662508,0,,,,,
,,,,,,
1.52310668,0,,,,,
,,,,,,
1.502444876,0,,,,,
,,,,,,
1.107113089,0,,,,,
,,,,,,
0.769530696,1,,,,,
,,,,,,
0.128476318,0,,,,,
,,,,,,
-0.200241077,0,,,,,
,,,,,,
-0.144686659,1,,,,,
,,,,,,
0.122636871,0,,,,,
,,,,,,
